Reference:  206 apertures in PRDOPSSOC-029
Comparison: 206 apertures in new pre-delivery

Number of modified apertures 206. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_MASKLWB_F410M            Idl2SciX52 -1.214591968447544e-10 -1.214590513984439e-10        0.000000     0.0001
NRCA5_MASKLWB_F410M            Idl2SciX53 -6.613777361077405e-12 -6.608925673738583e-12        0.000000     0.0734
NRCA5_MASKLWB_F410M            Idl2SciX54 -6.046156035404293e-11 -6.046118309212805e-11        0.000000     0.0006
NRCA5_MASKLWB_F410M            Idl2SciX55 -7.401484530110379e-13 -7.377544665762127e-13        0.000000     0.3234
NRCA5_MASKLWB_F410M            Idl2SciY00   0.00379597987557645  0.003792361446471659        0.000004     0.0953
NRCA5_MASKLWB_F410M            Idl2SciY10 -0.005226177591651046 -0.006474251164494488        0.001248    19.2775
NRCA5_MASKLWB_F410M            Idl2SciY11     15.91593345303473     15.91744007711862        0.001507     0.0095
NRCA5_MASKLWB_F410M            Idl2SciY20 -0.001529360600976418  -0.00153710215897155        0.000008     0.5036
NRCA5_MASKLWB_F410M            Idl2SciY21 -0.001453044443563599 -0.001458198222735471        0.000005     0.3534
NRCA5_MASKLWB_F410M            Idl2SciY22  0.000896635951030564 0.0008746994967836453        0.000022     2.4465
NRCA5_MASKLWB_F410M            Idl2SciY30 -2.371235521159173e-07 -2.480925392862985e-07        0.000000     4.4213
NRCA5_MASKLWB_F410M            Idl2SciY31 -7.758154964601697e-06 -7.79749524971428e-06        0.000000     0.5045
NRCA5_MASKLWB_F410M            Idl2SciY32 -1.527958860269311e-06 -1.561017554975557e-06        0.000000     2.1178
NRCA5_MASKLWB_F410M            Idl2SciY33 -7.420515288678768e-06 -7.47687495568154e-06        0.000000     0.7538
NRCA5_MASKLWB_F410M            Idl2SciY40 -2.496240580068482e-09 -2.558994806434234e-09        0.000000     2.4523
NRCA5_MASKLWB_F410M            Idl2SciY41 -9.360148550826717e-09 -9.414332307289834e-09        0.000000     0.5755
NRCA5_MASKLWB_F410M            Idl2SciY42 -1.780148966893896e-08 -1.815352467678032e-08        0.000000     1.9392
NRCA5_MASKLWB_F410M            Idl2SciY43 -9.343343335159893e-09 -9.405023815856395e-09        0.000000     0.6558
NRCA5_MASKLWB_F410M            Idl2SciY44 -1.398593097037831e-08 -1.425813975804317e-08        0.000000     1.9091
NRCA5_MASKLWB_F410M            Idl2SciY50 -1.474071529853461e-12 -1.476562785542226e-12        0.000000     0.1687
NRCA5_MASKLWB_F410M            Idl2SciY51 -6.291779130410966e-11 -6.291812326181582e-11        0.000000     0.0005
NRCA5_MASKLWB_F410M            Idl2SciY52 -7.878073352439094e-12 -7.88227683409385e-12        0.000000     0.0533
NRCA5_MASKLWB_F410M            Idl2SciY54 -6.423613642573215e-12 -6.425211138271283e-12        0.000000     0.0249
NRCA5_MASKLWB_F410M            Idl2SciY55 -5.578030311480119e-11 -5.578004873823503e-11        0.000000     0.0005

NRCA5_FULL_MASKLWB_F410M          XDetRef                 411.4                 409.0        2.400000     0.5834
NRCA5_FULL_MASKLWB_F410M          YDetRef                1667.0                1682.5       15.500000     0.9212
NRCA5_FULL_MASKLWB_F410M          XSciRef                1637.6                1640.0        2.400000     0.1463
NRCA5_FULL_MASKLWB_F410M          YSciRef                1667.0                1682.5       15.500000     0.9212
NRCA5_FULL_MASKLWB_F410M        XSciScale            0.06260492            0.06259724        0.000008     0.0123
NRCA5_FULL_MASKLWB_F410M        YSciScale            0.06283053            0.06282453        0.000006     0.0095
NRCA5_FULL_MASKLWB_F410M            V2Ref             45.639215             45.495374        0.143841     0.3152
NRCA5_FULL_MASKLWB_F410M            V3Ref           -405.797303           -404.822462        0.974841     0.2402
NRCA5_FULL_MASKLWB_F410M      V3IdlYAngle            0.37530212            0.37757077        0.002269     0.6009
NRCA5_FULL_MASKLWB_F410M      V3SciXAngle          -89.60819928          -89.60149099        0.006708     0.0075
NRCA5_FULL_MASKLWB_F410M      V3SciYAngle            0.37530212            0.37757077        0.002269     0.6009
NRCA5_FULL_MASKLWB_F410M        XIdlVert1              -104.317             -104.4714        0.154400     0.1478
NRCA5_FULL_MASKLWB_F410M        XIdlVert2               26.2188               26.0643        0.154500     0.5893
NRCA5_FULL_MASKLWB_F410M        XIdlVert3               25.6954               25.5461        0.149300     0.5810
NRCA5_FULL_MASKLWB_F410M        XIdlVert4             -101.7824             -101.9317        0.149300     0.1465
NRCA5_FULL_MASKLWB_F410M        YIdlVert1             -104.3257             -105.2954        0.969700     0.9209
NRCA5_FULL_MASKLWB_F410M        YIdlVert2             -106.0327             -107.0076        0.974900     0.9111
NRCA5_FULL_MASKLWB_F410M        YIdlVert3               24.0815               23.1066        0.974900     4.0483
NRCA5_FULL_MASKLWB_F410M        YIdlVert4               24.7954               23.8255        0.969900     3.9116
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX10   0.06260491658916811    0.0625972358543849        0.000008     0.0123
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX20 3.033448963412803e-07 3.044011409386622e-07        0.000000     0.3470
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX21 -5.915059845737166e-07 -5.878622368667427e-07        0.000000     0.6160
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX22 -3.485989625887968e-08 -3.432723645309699e-08        0.000000     1.5280
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX30 1.131243460683457e-10 1.134400306839371e-10        0.000000     0.2783
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX31 1.422522346353324e-11 1.489419193539643e-11        0.000000     4.4915
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX32  1.14558481912043e-10 1.151068048572703e-10        0.000000     0.4764
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX33 5.616419518425624e-12 5.816899656523827e-12        0.000000     3.4465
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX40  1.54272638920153e-14 1.549215947089495e-14        0.000000     0.4189
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX41 1.061093717654972e-14 1.091221410527026e-14        0.000000     2.7609
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX42 1.888535942687405e-14 1.898225997409535e-14        0.000000     0.5105
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX43 9.672894950030097e-15 9.968971727928099e-15        0.000000     2.9700
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX44 2.770286065729011e-15 2.788175412881525e-15        0.000000     0.6416
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX51 5.292719873063945e-19 5.294807147443853e-19        0.000000     0.0394
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX52  9.53575533555877e-18 9.535776070819554e-18        0.000000     0.0002
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX53 5.906297469017754e-19 5.910151132753384e-19        0.000000     0.0652
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX54 4.720576908547783e-18  4.72059500647634e-18        0.000000     0.0004
NRCA5_FULL_MASKLWB_F410M       Sci2IdlX55 7.811653197045281e-20 7.829114390833627e-20        0.000000     0.2230
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY10 1.802738255162687e-05 2.287561111677519e-05        0.000005    21.1939
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY11   0.06283052671913875   0.06282452759461442        0.000006     0.0095
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY20 3.765777080515328e-07 3.784266950898288e-07        0.000000     0.4886
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY21 3.552172047739031e-07 3.563913051736937e-07        0.000000     0.3294
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY22 -2.237864903233617e-07 -2.183391180823183e-07        0.000000     2.4342
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY30 1.165707037878861e-11 1.193052312642234e-11        0.000000     2.2920
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY31 1.142342637068405e-10 1.149429635915573e-10        0.000000     0.6166
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY32 1.900306858634633e-11 1.975478030852307e-11        0.000000     3.8052
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY33 1.157121545368985e-10 1.165277242496008e-10        0.000000     0.6999
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY40 5.008308223979189e-15 5.090076260740865e-15        0.000000     1.6064
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY41 1.477104384914557e-14 1.483745840613467e-14        0.000000     0.4476
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY42  1.92136808807201e-14 1.966926889040829e-14        0.000000     2.3162
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY43 1.421942677350458e-14  1.42940930261214e-14        0.000000     0.5224
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY44 1.243474850963529e-14 1.277750387126053e-14        0.000000     2.6825
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY50 5.606067462017461e-20 5.587427866385471e-20        0.000000     0.3325
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY51  5.27153041615082e-18  5.27150945533291e-18        0.000000     0.0004
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY52 5.238685743593893e-19 5.234910028109993e-19        0.000000     0.0721
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY53 9.732639761314235e-18 9.732616367520104e-18        0.000000     0.0002
NRCA5_FULL_MASKLWB_F410M       Sci2IdlY54 4.571660488746457e-19 4.569791358353824e-19        0.000000     0.0409
NRCA5_FULL_MASKLWB_F410M       Idl2SciX00   0.02007426295293158   0.02010936677237751        0.000035     0.1746
NRCA5_FULL_MASKLWB_F410M       Idl2SciX10     15.97314773057479     15.97510280158333        0.001955     0.0122
NRCA5_FULL_MASKLWB_F410M       Idl2SciX11 5.006927418770013e-05 3.466239142695116e-05        0.000015    30.7711
NRCA5_FULL_MASKLWB_F410M       Idl2SciX20  -0.00125071076417891 -0.001255643405568382        0.000005     0.3928
NRCA5_FULL_MASKLWB_F410M       Idl2SciX21  0.002401276630943235  0.002387058789811262        0.000014     0.5921
NRCA5_FULL_MASKLWB_F410M       Idl2SciX22 0.0001332249005907935 0.0001310591360497058        0.000002     1.6256
NRCA5_FULL_MASKLWB_F410M       Idl2SciX30 -7.365506358592185e-06 -7.386546953107284e-06        0.000000     0.2849
NRCA5_FULL_MASKLWB_F410M       Idl2SciX31 -1.731380167550493e-06 -1.765763078595713e-06        0.000000     1.9472
NRCA5_FULL_MASKLWB_F410M       Idl2SciX32 -7.063882557092674e-06 -7.108614174512789e-06        0.000000     0.6293
NRCA5_FULL_MASKLWB_F410M       Idl2SciX33 -3.384161907506179e-07 -3.504734470492001e-07        0.000000     3.4403
NRCA5_FULL_MASKLWB_F410M       Idl2SciX40 -1.118462093112523e-08 -1.123602436609806e-08        0.000000     0.4575
NRCA5_FULL_MASKLWB_F410M       Idl2SciX41 -1.449639386437561e-08 -1.473586518712005e-08        0.000000     1.6251
NRCA5_FULL_MASKLWB_F410M       Idl2SciX42 -1.439505449912935e-08 -1.446902551511052e-08        0.000000     0.5112
NRCA5_FULL_MASKLWB_F410M       Idl2SciX43 -1.374119956932468e-08 -1.397798766475909e-08        0.000000     1.6940
NRCA5_FULL_MASKLWB_F410M       Idl2SciX44 -2.626592326112675e-09 -2.638725654936649e-09        0.000000     0.4598
NRCA5_FULL_MASKLWB_F410M       Idl2SciX50 -6.003799345078051e-11 -6.003822614621648e-11        0.000000     0.0004
NRCA5_FULL_MASKLWB_F410M       Idl2SciX51 -5.877978035679855e-12 -5.875710321482118e-12        0.000000     0.0386
NRCA5_FULL_MASKLWB_F410M       Idl2SciX52 -1.214591968447544e-10 -1.214590513984439e-10        0.000000     0.0001
NRCA5_FULL_MASKLWB_F410M       Idl2SciX53 -6.613777361077405e-12 -6.608925673738583e-12        0.000000     0.0734
NRCA5_FULL_MASKLWB_F410M       Idl2SciX54 -6.046156035404293e-11 -6.046118309212805e-11        0.000000     0.0006
NRCA5_FULL_MASKLWB_F410M       Idl2SciX55 -7.401484530110379e-13 -7.377544665762127e-13        0.000000     0.3234
NRCA5_FULL_MASKLWB_F410M       Idl2SciY00   0.00379597987557645  0.003792361446471659        0.000004     0.0953
NRCA5_FULL_MASKLWB_F410M       Idl2SciY10 -0.005226177591651046 -0.006474251164494488        0.001248    19.2775
NRCA5_FULL_MASKLWB_F410M       Idl2SciY11     15.91593345303473     15.91744007711862        0.001507     0.0095
NRCA5_FULL_MASKLWB_F410M       Idl2SciY20 -0.001529360600976418  -0.00153710215897155        0.000008     0.5036
NRCA5_FULL_MASKLWB_F410M       Idl2SciY21 -0.001453044443563599 -0.001458198222735471        0.000005     0.3534
NRCA5_FULL_MASKLWB_F410M       Idl2SciY22  0.000896635951030564 0.0008746994967836453        0.000022     2.4465
NRCA5_FULL_MASKLWB_F410M       Idl2SciY30 -2.371235521159173e-07 -2.480925392862985e-07        0.000000     4.4213
NRCA5_FULL_MASKLWB_F410M       Idl2SciY31 -7.758154964601697e-06 -7.79749524971428e-06        0.000000     0.5045
NRCA5_FULL_MASKLWB_F410M       Idl2SciY32 -1.527958860269311e-06 -1.561017554975557e-06        0.000000     2.1178
NRCA5_FULL_MASKLWB_F410M       Idl2SciY33 -7.420515288678768e-06 -7.47687495568154e-06        0.000000     0.7538
NRCA5_FULL_MASKLWB_F410M       Idl2SciY40 -2.496240580068482e-09 -2.558994806434234e-09        0.000000     2.4523
NRCA5_FULL_MASKLWB_F410M       Idl2SciY41 -9.360148550826717e-09 -9.414332307289834e-09        0.000000     0.5755
NRCA5_FULL_MASKLWB_F410M       Idl2SciY42 -1.780148966893896e-08 -1.815352467678032e-08        0.000000     1.9392
NRCA5_FULL_MASKLWB_F410M       Idl2SciY43 -9.343343335159893e-09 -9.405023815856395e-09        0.000000     0.6558
NRCA5_FULL_MASKLWB_F410M       Idl2SciY44 -1.398593097037831e-08 -1.425813975804317e-08        0.000000     1.9091
NRCA5_FULL_MASKLWB_F410M       Idl2SciY50 -1.474071529853461e-12 -1.476562785542226e-12        0.000000     0.1687
NRCA5_FULL_MASKLWB_F410M       Idl2SciY51 -6.291779130410966e-11 -6.291812326181582e-11        0.000000     0.0005
NRCA5_FULL_MASKLWB_F410M       Idl2SciY52 -7.878073352439094e-12 -7.88227683409385e-12        0.000000     0.0533
NRCA5_FULL_MASKLWB_F410M       Idl2SciY54 -6.423613642573215e-12 -6.425211138271283e-12        0.000000     0.0249
NRCA5_FULL_MASKLWB_F410M       Idl2SciY55 -5.578030311480119e-11 -5.578004873823503e-11        0.000000     0.0005

NRCA5_MASKLWB_F430M               XDetRef                 421.0                 419.0        2.000000     0.4751
NRCA5_MASKLWB_F430M               YDetRef                1667.0                1682.5       15.500000     0.9212
NRCA5_MASKLWB_F430M               XSciRef                 177.0                 176.0        1.000000     0.5650
NRCA5_MASKLWB_F430M               YSciRef                 160.0                 175.5       15.500000     8.8319
NRCA5_MASKLWB_F430M             XSciScale            0.06259912            0.06259118        0.000008     0.0127
NRCA5_MASKLWB_F430M             YSciScale            0.06282713            0.06282098        0.000006     0.0098
NRCA5_MASKLWB_F430M                 V2Ref             46.240181             46.121301        0.118880     0.2571
NRCA5_MASKLWB_F430M                 V3Ref           -405.801378           -404.826777        0.974601     0.2402
NRCA5_MASKLWB_F430M           V3IdlYAngle            0.37012242            0.37220783        0.002085     0.5603
NRCA5_MASKLWB_F430M           V3SciXAngle          -89.61481257          -89.60841392        0.006399     0.0071
NRCA5_MASKLWB_F430M           V3SciYAngle            0.37012242            0.37220783        0.002085     0.5603
NRCA5_MASKLWB_F430M             XIdlVert1              -11.0582              -10.9959        0.062300     0.5634
NRCA5_MASKLWB_F430M             XIdlVert2                9.0025                9.0653        0.062800     0.6928
NRCA5_MASKLWB_F430M             XIdlVert3                8.9755                9.0384        0.062900     0.6959
NRCA5_MASKLWB_F430M             XIdlVert4              -11.0246              -10.9622        0.062400     0.5660
NRCA5_MASKLWB_F430M             YIdlVert1               -10.009              -10.9829        0.973900     8.8674
NRCA5_MASKLWB_F430M             YIdlVert2              -10.0253              -10.9993        0.974000     8.8551
NRCA5_MASKLWB_F430M             YIdlVert3               10.0972                9.1236        0.973600     9.6423
NRCA5_MASKLWB_F430M             YIdlVert4               10.0777                9.1041        0.973600     9.6609
NRCA5_MASKLWB_F430M            Sci2IdlX10   0.06259912235720058   0.06259118009456771        0.000008     0.0127
NRCA5_MASKLWB_F430M            Sci2IdlX20 3.000613893148328e-07 3.009717990498773e-07        0.000000     0.3025
NRCA5_MASKLWB_F430M            Sci2IdlX21 -5.918080893851905e-07 -5.881899903748369e-07        0.000000     0.6114
NRCA5_MASKLWB_F430M            Sci2IdlX22 -3.593767820416292e-08 -3.545596060786671e-08        0.000000     1.3404
NRCA5_MASKLWB_F430M            Sci2IdlX30 1.125352406783998e-10 1.128239536830333e-10        0.000000     0.2559
NRCA5_MASKLWB_F430M            Sci2IdlX31 1.390963215966829e-11  1.45564257380492e-11        0.000000     4.4434
NRCA5_MASKLWB_F430M            Sci2IdlX32 1.141968343929465e-10 1.147282076290158e-10        0.000000     0.4632
NRCA5_MASKLWB_F430M            Sci2IdlX33 5.513165673563112e-12 5.706375202218798e-12        0.000000     3.3859
NRCA5_MASKLWB_F430M            Sci2IdlX40 1.520085007596627e-14 1.525630683640039e-14        0.000000     0.3635
NRCA5_MASKLWB_F430M            Sci2IdlX41 1.058929604267224e-14 1.088966576598981e-14        0.000000     2.7583
NRCA5_MASKLWB_F430M            Sci2IdlX42 1.860899398724472e-14 1.869434701845153e-14        0.000000     0.4566
NRCA5_MASKLWB_F430M            Sci2IdlX43 9.660286234266507e-15 9.955831661472039e-15        0.000000     2.9686
NRCA5_MASKLWB_F430M            Sci2IdlX44 2.723844774805432e-15 2.739773892472539e-15        0.000000     0.5814
NRCA5_MASKLWB_F430M            Sci2IdlX51 5.287954231248618e-19 5.289872943082096e-19        0.000000     0.0363
NRCA5_MASKLWB_F430M            Sci2IdlX52 9.535707937316076e-18 9.535727029809776e-18        0.000000     0.0002
NRCA5_MASKLWB_F430M            Sci2IdlX53 5.897498849244873e-19 5.901041288736895e-19        0.000000     0.0600
NRCA5_MASKLWB_F430M            Sci2IdlX54 4.720535560088158e-18 4.720552212131493e-18        0.000000     0.0004
