Reference:  189 apertures in PRDOPSSOC-H-015
Comparison: 189 apertures in new pre-delivery

Number of modified apertures 189. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_FULL_MASKLWB_F250M       Idl2SciX43 -1.39453479365638e-08 -1.379263593006596e-08        0.000000     1.0951
NRCA5_FULL_MASKLWB_F250M       Idl2SciX44 -3.02107150315803e-09 -2.918077327954179e-09        0.000000     3.4092
NRCA5_FULL_MASKLWB_F250M       Idl2SciX50 -5.99974673316513e-11 -6.004237678153824e-11        0.000000     0.0748
NRCA5_FULL_MASKLWB_F250M       Idl2SciX51 -6.25959785647754e-12 -5.835102821630752e-12        0.000000     6.7815
NRCA5_FULL_MASKLWB_F250M       Idl2SciX52 -1.21480616363585e-10 -1.214564108080917e-10        0.000000     0.0199
NRCA5_FULL_MASKLWB_F250M       Idl2SciX53 -7.43138477396304e-12 -6.522061159250725e-12        0.000000    12.2363
NRCA5_FULL_MASKLWB_F250M       Idl2SciX54 -6.05238956518865e-11 -6.045441398174088e-11        0.000000     0.1148
NRCA5_FULL_MASKLWB_F250M       Idl2SciX55  -1.1440987997042e-12 -6.948986520310217e-13        0.000000    39.2624
NRCA5_FULL_MASKLWB_F250M       Idl2SciY10    -0.126748931488062  -0.00861220229065758        0.118137    93.2053
NRCA5_FULL_MASKLWB_F250M       Idl2SciY11      15.9080010474728     15.90850365207231        0.000503     0.0032
NRCA5_FULL_MASKLWB_F250M       Idl2SciY20  -0.00152298405596451 -0.001534461513853276        0.000011     0.7480
NRCA5_FULL_MASKLWB_F250M       Idl2SciY21  -0.00156344590255017  -0.00152761274414625        0.000036     2.2919
NRCA5_FULL_MASKLWB_F250M       Idl2SciY22  0.000878145772454674  0.000889623230343465        0.000011     1.2901
NRCA5_FULL_MASKLWB_F250M       Idl2SciY30 -2.34623931445058e-07 -2.932918073663257e-07        0.000000    20.0032
NRCA5_FULL_MASKLWB_F250M       Idl2SciY31 -7.89059885257032e-06 -7.909770724210678e-06        0.000000     0.2424
NRCA5_FULL_MASKLWB_F250M       Idl2SciY32 -1.66211569638045e-06 -1.711318022752817e-06        0.000000     2.8751
NRCA5_FULL_MASKLWB_F250M       Idl2SciY33 -7.48158753321697e-06 -7.469061465408258e-06        0.000000     0.1674
NRCA5_FULL_MASKLWB_F250M       Idl2SciY40 -2.46295414825003e-09 -2.541224801435542e-09        0.000000     3.0800
NRCA5_FULL_MASKLWB_F250M       Idl2SciY41 -1.04438261033646e-08 -1.06356794701586e-08        0.000000     1.8039
NRCA5_FULL_MASKLWB_F250M       Idl2SciY42 -1.79221155615699e-08 -1.792064518077738e-08        0.000000     0.0082
NRCA5_FULL_MASKLWB_F250M       Idl2SciY43 -1.03981678238783e-08 -1.05493461927126e-08        0.000000     1.4331
NRCA5_FULL_MASKLWB_F250M       Idl2SciY44  -1.4088955156195e-08 -1.401117462994039e-08        0.000000     0.5521
NRCA5_FULL_MASKLWB_F250M       Idl2SciY50 -1.05412093420768e-12 -1.52116471161194e-12        0.000000    30.7030
NRCA5_FULL_MASKLWB_F250M       Idl2SciY51 -6.28595187563208e-11 -6.292403900026838e-11        0.000000     0.1025
NRCA5_FULL_MASKLWB_F250M       Idl2SciY52  -7.1685566278134e-12 -7.957522407883944e-12        0.000000     9.9147
NRCA5_FULL_MASKLWB_F250M       Idl2SciY53 -1.19260350038228e-10 -1.192791049681365e-10        0.000000     0.0157
NRCA5_FULL_MASKLWB_F250M       Idl2SciY54 -6.15338188250972e-12 -6.453800702185391e-12        0.000000     4.6549
NRCA5_FULL_MASKLWB_F250M       Idl2SciY55 -5.58222963742481e-11 -5.57754840611847e-11        0.000000     0.0839

NRCA5_FULL_MASKLWB_F300M        XIdlVert1             -108.0364             -107.8215        0.214900     0.1989
NRCA5_FULL_MASKLWB_F300M        XIdlVert2               22.6866               22.7134        0.026800     0.1180
NRCA5_FULL_MASKLWB_F300M        XIdlVert3               22.2562               22.2574        0.001200     0.0054
NRCA5_FULL_MASKLWB_F300M        XIdlVert4             -105.2746               -105.22        0.054600     0.0519
NRCA5_FULL_MASKLWB_F300M        YIdlVert1             -104.5396              -104.272        0.267600     0.2560
NRCA5_FULL_MASKLWB_F300M        YIdlVert2              -106.062             -106.0466        0.015400     0.0145
NRCA5_FULL_MASKLWB_F300M        YIdlVert3               24.0664               24.0678        0.001400     0.0058
NRCA5_FULL_MASKLWB_F300M        YIdlVert4               24.8122               24.8477        0.035500     0.1429
NRCA5_FULL_MASKLWB_F300M       Idl2SciX10      15.9638458108224     15.96425896621997        0.000413     0.0026
NRCA5_FULL_MASKLWB_F300M       Idl2SciX11     0.114853259024675 4.779276948432831e-05        0.114805    99.9584
NRCA5_FULL_MASKLWB_F300M       Idl2SciX20  -0.00134365917182026 -0.001326544406587853        0.000017     1.2737
NRCA5_FULL_MASKLWB_F300M       Idl2SciX21   0.00236939417918822   0.00239026553235285        0.000021     0.8732
NRCA5_FULL_MASKLWB_F300M       Idl2SciX22  0.000124549684304619  0.000107434919072211        0.000017    13.7413
NRCA5_FULL_MASKLWB_F300M       Idl2SciX30 -7.51431200812453e-06 -7.528027791573727e-06        0.000000     0.1822
NRCA5_FULL_MASKLWB_F300M       Idl2SciX31 -1.93671242245702e-06 -1.877653598493325e-06        0.000000     3.0494
NRCA5_FULL_MASKLWB_F300M       Idl2SciX32 -7.18492737698053e-06 -7.166298423607584e-06        0.000000     0.2593
NRCA5_FULL_MASKLWB_F300M       Idl2SciX33 -4.33824738076154e-07 -3.822213895823602e-07        0.000000    11.8950
NRCA5_FULL_MASKLWB_F300M       Idl2SciX40 -1.21227536754493e-08 -1.22279771152966e-08        0.000000     0.8605
NRCA5_FULL_MASKLWB_F300M       Idl2SciX41 -1.46939356849894e-08 -1.456892987361782e-08        0.000000     0.8507
NRCA5_FULL_MASKLWB_F300M       Idl2SciX42 -1.56680400295163e-08 -1.565114189534107e-08        0.000000     0.1079
NRCA5_FULL_MASKLWB_F300M       Idl2SciX43 -1.39194621556653e-08 -1.377701306462222e-08        0.000000     1.0234
NRCA5_FULL_MASKLWB_F300M       Idl2SciX44 -2.92767474101753e-09 -2.828084012562019e-09        0.000000     3.4017
NRCA5_FULL_MASKLWB_F300M       Idl2SciX50 -5.99974925245759e-11 -6.004102967272536e-11        0.000000     0.0725
NRCA5_FULL_MASKLWB_F300M       Idl2SciX51 -6.25936833972991e-12 -5.848315113765135e-12        0.000000     6.5670
NRCA5_FULL_MASKLWB_F300M       Idl2SciX52 -1.21480605317561e-10 -1.21457277470377e-10        0.000000     0.0192
NRCA5_FULL_MASKLWB_F300M       Idl2SciX53 -7.43089235922896e-12 -6.550321059899391e-12        0.000000    11.8501
NRCA5_FULL_MASKLWB_F300M       Idl2SciX54 -6.05238588559415e-11 -6.045661923545979e-11        0.000000     0.1111
NRCA5_FULL_MASKLWB_F300M       Idl2SciX55 -1.14385520555221e-12 -7.088398048226354e-13        0.000000    38.0306
NRCA5_FULL_MASKLWB_F300M       Idl2SciY10    -0.121974000434377 -0.007552908293806893        0.114421    93.8078
NRCA5_FULL_MASKLWB_F300M       Idl2SciY11      15.9103711151894     15.91083686150455        0.000466     0.0029
NRCA5_FULL_MASKLWB_F300M       Idl2SciY20  -0.00152184656888644 -0.001532790610398699        0.000011     0.7140
NRCA5_FULL_MASKLWB_F300M       Idl2SciY21  -0.00153914144145953 -0.001504424319451408        0.000035     2.2556
NRCA5_FULL_MASKLWB_F300M       Idl2SciY22   0.00088093935724652 0.0008918833987588171        0.000011     1.2271
NRCA5_FULL_MASKLWB_F300M       Idl2SciY30 -2.19377546209593e-07 -2.758441721411879e-07        0.000000    20.4705
NRCA5_FULL_MASKLWB_F300M       Idl2SciY31 -7.84279171166845e-06 -7.860903218002616e-06        0.000000     0.2304
NRCA5_FULL_MASKLWB_F300M       Idl2SciY32 -1.60659423413371e-06 -1.654591587234184e-06        0.000000     2.9009
NRCA5_FULL_MASKLWB_F300M       Idl2SciY33 -7.46516487294814e-06 -7.453438208521524e-06        0.000000     0.1571
NRCA5_FULL_MASKLWB_F300M       Idl2SciY40 -2.45411868157065e-09 -2.527106630618934e-09        0.000000     2.8882
NRCA5_FULL_MASKLWB_F300M       Idl2SciY41 -1.00562725016302e-08 -1.024185929474934e-08        0.000000     1.8120
NRCA5_FULL_MASKLWB_F300M       Idl2SciY42 -1.78846844557504e-08 -1.788370555939756e-08        0.000000     0.0055
NRCA5_FULL_MASKLWB_F300M       Idl2SciY43 -1.00303759380628e-08 -1.017701603027093e-08        0.000000     1.4409
NRCA5_FULL_MASKLWB_F300M       Idl2SciY44 -1.40760861345873e-08 -1.400342448432333e-08        0.000000     0.5162
NRCA5_FULL_MASKLWB_F300M       Idl2SciY50 -1.05437392883237e-12 -1.506654534238806e-12        0.000000    30.0189
NRCA5_FULL_MASKLWB_F300M       Idl2SciY51 -6.28595552460296e-11 -6.292212015782058e-11        0.000000     0.0994
NRCA5_FULL_MASKLWB_F300M       Idl2SciY52 -7.16898463267371e-12 -7.93304533381632e-12        0.000000     9.6314
NRCA5_FULL_MASKLWB_F300M       Idl2SciY53 -1.19260362545344e-10 -1.192786528146347e-10        0.000000     0.0153
NRCA5_FULL_MASKLWB_F300M       Idl2SciY54 -6.15354525041326e-12 -6.444502056988331e-12        0.000000     4.5148
NRCA5_FULL_MASKLWB_F300M       Idl2SciY55 -5.58222716080268e-11 -5.577697124732849e-11        0.000000     0.0812

NRCA5_FULL_MASKLWB_F277W        XIdlVert1               -108.03             -107.8151        0.214900     0.1989
NRCA5_FULL_MASKLWB_F277W        XIdlVert2                22.693               22.7198        0.026800     0.1180
NRCA5_FULL_MASKLWB_F277W        XIdlVert3               22.2624               22.2636        0.001200     0.0054
NRCA5_FULL_MASKLWB_F277W        XIdlVert4             -105.2683             -105.2138        0.054500     0.0518
NRCA5_FULL_MASKLWB_F277W        YIdlVert1             -104.5397             -104.2721        0.267600     0.2560
NRCA5_FULL_MASKLWB_F277W        YIdlVert2              -106.062             -106.0466        0.015400     0.0145
NRCA5_FULL_MASKLWB_F277W        YIdlVert3               24.0664               24.0678        0.001400     0.0058
NRCA5_FULL_MASKLWB_F277W        YIdlVert4               24.8121               24.8476        0.035500     0.1429
NRCA5_FULL_MASKLWB_F277W       Idl2SciX10      15.9638625313558     15.96427557758682        0.000413     0.0026
NRCA5_FULL_MASKLWB_F277W       Idl2SciX11     0.114838144340928 4.779705976691584e-05        0.114790    99.9584
NRCA5_FULL_MASKLWB_F277W       Idl2SciX20  -0.00134351783993361 -0.001326405181606559        0.000017     1.2737
NRCA5_FULL_MASKLWB_F277W       Idl2SciX21   0.00236941917404711   0.00239028640207971        0.000021     0.8730
NRCA5_FULL_MASKLWB_F277W       Idl2SciX22  0.000124594711674055 0.0001074820533470003        0.000017    13.7347
NRCA5_FULL_MASKLWB_F277W       Idl2SciX30 -7.51400762567114e-06 -7.527719633088276e-06        0.000000     0.1822
NRCA5_FULL_MASKLWB_F277W       Idl2SciX31 -1.93643467595043e-06 -1.877387479171175e-06        0.000000     3.0493
NRCA5_FULL_MASKLWB_F277W       Idl2SciX32  -7.1847290731371e-06 -7.166104697208852e-06        0.000000     0.2592
NRCA5_FULL_MASKLWB_F277W       Idl2SciX33 -4.33736873346371e-07 -3.821417838893313e-07        0.000000    11.8955
NRCA5_FULL_MASKLWB_F277W       Idl2SciX40 -1.21208745687822e-08 -1.222608296488549e-08        0.000000     0.8605
NRCA5_FULL_MASKLWB_F277W       Idl2SciX41 -1.46937669710815e-08 -1.456879919819185e-08        0.000000     0.8505
NRCA5_FULL_MASKLWB_F277W       Idl2SciX42 -1.56657561520654e-08 -1.564886166824154e-08        0.000000     0.1078
NRCA5_FULL_MASKLWB_F277W       Idl2SciX43 -1.39193571806906e-08 -1.377694909756921e-08        0.000000     1.0231
NRCA5_FULL_MASKLWB_F277W       Idl2SciX44 -2.92729513323826e-09 -2.827718231742948e-09        0.000000     3.4017
NRCA5_FULL_MASKLWB_F277W       Idl2SciX50 -5.99974926270692e-11 -6.004102418590664e-11        0.000000     0.0725
NRCA5_FULL_MASKLWB_F277W       Idl2SciX51 -6.25936740595963e-12 -5.848368862845836e-12        0.000000     6.5661
NRCA5_FULL_MASKLWB_F277W       Idl2SciX52 -1.21480605272617e-10 -1.214572809812781e-10        0.000000     0.0192
NRCA5_FULL_MASKLWB_F277W       Idl2SciX53  -7.4308903558812e-12 -6.550436029933866e-12        0.000000    11.8486
NRCA5_FULL_MASKLWB_F277W       Idl2SciX54 -6.05238587062385e-11 -6.045662820113306e-11        0.000000     0.1111
NRCA5_FULL_MASKLWB_F277W       Idl2SciX55 -1.14385421451074e-12 -7.088965242372951e-13        0.000000    38.0256
NRCA5_FULL_MASKLWB_F277W       Idl2SciY10    -0.121954601477339 -0.007548628926431003        0.114406    93.8103
NRCA5_FULL_MASKLWB_F277W       Idl2SciY11      15.9103806735326     15.91084627289641        0.000466     0.0029
NRCA5_FULL_MASKLWB_F277W       Idl2SciY20  -0.00152184209770066 -0.001532783994695699        0.000011     0.7139
NRCA5_FULL_MASKLWB_F277W       Idl2SciY21  -0.00153904295983703 -0.001504330380841448        0.000035     2.2555
NRCA5_FULL_MASKLWB_F277W       Idl2SciY22  0.000880950514715101 0.0008918924117101957        0.000011     1.2268
NRCA5_FULL_MASKLWB_F277W       Idl2SciY30 -2.19315706800265e-07 -2.757734515772691e-07        0.000000    20.4725
NRCA5_FULL_MASKLWB_F277W       Idl2SciY31 -7.84260108976416e-06 -7.86070834456175e-06        0.000000     0.2304
NRCA5_FULL_MASKLWB_F277W       Idl2SciY32 -1.60636885723534e-06 -1.654361232099207e-06        0.000000     2.9010
NRCA5_FULL_MASKLWB_F277W       Idl2SciY33 -7.46509933426933e-06 -7.453375864971583e-06        0.000000     0.1570
NRCA5_FULL_MASKLWB_F277W       Idl2SciY40 -2.45408282217685e-09 -2.527049664516663e-09        0.000000     2.8874
NRCA5_FULL_MASKLWB_F277W       Idl2SciY41 -1.00546972940775e-08 -1.024025861795795e-08        0.000000     1.8121
NRCA5_FULL_MASKLWB_F277W       Idl2SciY42 -1.78845326516598e-08 -1.788355569347001e-08        0.000000     0.0055
NRCA5_FULL_MASKLWB_F277W       Idl2SciY43 -1.00288810630259e-08 -1.017550265729367e-08        0.000000     1.4409
NRCA5_FULL_MASKLWB_F277W       Idl2SciY44  -1.4076034095016e-08 -1.400339290540612e-08        0.000000     0.5161
NRCA5_FULL_MASKLWB_F277W       Idl2SciY50 -1.05437495811945e-12 -1.506595501739415e-12        0.000000    30.0161
NRCA5_FULL_MASKLWB_F277W       Idl2SciY51 -6.28595553944815e-11 -6.292211234006208e-11        0.000000     0.0994
NRCA5_FULL_MASKLWB_F277W       Idl2SciY52 -7.16898637397363e-12 -7.932945747978278e-12        0.000000     9.6302
NRCA5_FULL_MASKLWB_F277W       Idl2SciY53 -1.19260362596223e-10  -1.1927865095802e-10        0.000000     0.0153
NRCA5_FULL_MASKLWB_F277W       Idl2SciY54 -6.15354591506024e-12 -6.444464222324614e-12        0.000000     4.5142
NRCA5_FULL_MASKLWB_F277W       Idl2SciY55 -5.58222715072662e-11 -5.577697729343706e-11        0.000000     0.0811

NRCA5_FULL_MASKLWB_F335M        XIdlVert1             -107.5218             -107.3126        0.209200     0.1946
NRCA5_FULL_MASKLWB_F335M        XIdlVert2               23.1957               23.2225        0.026800     0.1154
NRCA5_FULL_MASKLWB_F335M        XIdlVert3               22.7554               22.7567        0.001300     0.0057
NRCA5_FULL_MASKLWB_F335M        XIdlVert4              -104.773             -104.7208        0.052200     0.0498
NRCA5_FULL_MASKLWB_F335M        YIdlVert1             -104.5429             -104.2799        0.263000     0.2516
NRCA5_FULL_MASKLWB_F335M        YIdlVert2             -106.0597             -106.0447        0.015000     0.0141
NRCA5_FULL_MASKLWB_F335M        YIdlVert3               24.0682               24.0697        0.001500     0.0062
NRCA5_FULL_MASKLWB_F335M        YIdlVert4                24.805                 24.84        0.035000     0.1409
NRCA5_FULL_MASKLWB_F335M       Idl2SciX10      15.9651778642116     15.96558232909866        0.000404     0.0025
NRCA5_FULL_MASKLWB_F335M       Idl2SciX11     0.113643625573271 4.813427587010977e-05        0.113595    99.9576
NRCA5_FULL_MASKLWB_F335M       Idl2SciX20  -0.00133237116039757 -0.001315425210293779        0.000017     1.2719
NRCA5_FULL_MASKLWB_F335M       Idl2SciX21   0.00237138228102061   0.00239192491184555        0.000021     0.8588
NRCA5_FULL_MASKLWB_F335M       Idl2SciX22  0.000128147746215739 0.0001112017961119422        0.000017    13.2238
NRCA5_FULL_MASKLWB_F335M       Idl2SciX30 -7.49011152262608e-06 -7.503526897274312e-06        0.000000     0.1788
NRCA5_FULL_MASKLWB_F335M       Idl2SciX31 -1.91450507582885e-06 -1.85637148641007e-06        0.000000     3.0365
NRCA5_FULL_MASKLWB_F335M       Idl2SciX32 -7.16915518446306e-06 -7.15089061394945e-06        0.000000     0.2548
NRCA5_FULL_MASKLWB_F335M       Idl2SciX33  -4.2679843726965e-07 -3.758541224109436e-07        0.000000    11.9364
NRCA5_FULL_MASKLWB_F335M       Idl2SciX40 -1.19724313254785e-08 -1.207645186350818e-08        0.000000     0.8614
NRCA5_FULL_MASKLWB_F335M       Idl2SciX41 -1.46804452209541e-08 -1.455846475461413e-08        0.000000     0.8309
NRCA5_FULL_MASKLWB_F335M       Idl2SciX42 -1.54853377328501e-08 -1.546873048222227e-08        0.000000     0.1072
NRCA5_FULL_MASKLWB_F335M       Idl2SciX43 -1.39110705899643e-08 -1.37718839098413e-08        0.000000     1.0005
NRCA5_FULL_MASKLWB_F335M       Idl2SciX44 -2.89730748201755e-09 -2.798822694197204e-09        0.000000     3.3992
NRCA5_FULL_MASKLWB_F335M       Idl2SciX50 -5.99975007261278e-11 -6.004059045365707e-11        0.000000     0.0718
NRCA5_FULL_MASKLWB_F335M       Idl2SciX51 -6.25929361865068e-12 -5.852616056163034e-12        0.000000     6.4972
NRCA5_FULL_MASKLWB_F335M       Idl2SciX52 -1.21480601720957e-10 -1.21457558030146e-10        0.000000     0.0190
NRCA5_FULL_MASKLWB_F335M       Idl2SciX53 -7.43073204970837e-12 -6.559520979239785e-12        0.000000    11.7244
NRCA5_FULL_MASKLWB_F335M       Idl2SciX54 -6.05238468765349e-11 -6.045733651667198e-11        0.000000     0.1099
NRCA5_FULL_MASKLWB_F335M       Idl2SciX55 -1.14377590162574e-12 -7.133785645233768e-13        0.000000    37.6295
NRCA5_FULL_MASKLWB_F335M       Idl2SciY10    -0.120422367231867 -0.007211228832054814        0.113211    94.0117
NRCA5_FULL_MASKLWB_F335M       Idl2SciY11      15.9111338424339     15.91158790619445        0.000454     0.0029
NRCA5_FULL_MASKLWB_F335M       Idl2SciY20  -0.00152149277242679 -0.001532265860300538        0.000011     0.7031
NRCA5_FULL_MASKLWB_F335M       Idl2SciY21  -0.00153127088532191 -0.001496917362847605        0.000034     2.2435
NRCA5_FULL_MASKLWB_F335M       Idl2SciY22  0.000881826883096179 0.0008925999709699246        0.000011     1.2069
NRCA5_FULL_MASKLWB_F335M       Idl2SciY30 -2.14433902962905e-07 -2.701917255100079e-07        0.000000    20.6364
NRCA5_FULL_MASKLWB_F335M       Idl2SciY31 -7.82763700048919e-06 -7.845409893216547e-06        0.000000     0.2265
NRCA5_FULL_MASKLWB_F335M       Idl2SciY32 -1.58857222552344e-06 -1.636169306208889e-06        0.000000     2.9091
NRCA5_FULL_MASKLWB_F335M       Idl2SciY33 -7.45995298192399e-06 -7.448480534179246e-06        0.000000     0.1538
NRCA5_FULL_MASKLWB_F335M       Idl2SciY40 -2.45125138879479e-09 -2.522560221758834e-09        0.000000     2.8268
NRCA5_FULL_MASKLWB_F335M       Idl2SciY41 -9.93026130154418e-09 -1.011381068728678e-08        0.000000     1.8148
NRCA5_FULL_MASKLWB_F335M       Idl2SciY42 -1.78725491935329e-08 -1.787172382059464e-08        0.000000     0.0046
NRCA5_FULL_MASKLWB_F335M       Idl2SciY43 -9.91079135074432e-09 -1.005595034594002e-08        0.000000     1.4435
NRCA5_FULL_MASKLWB_F335M       Idl2SciY44 -1.40719299584567e-08 -1.400089624980541e-08        0.000000     0.5048
NRCA5_FULL_MASKLWB_F335M       Idl2SciY50 -1.05445629321901e-12 -1.501930729426698e-12        0.000000    29.7933
NRCA5_FULL_MASKLWB_F335M       Idl2SciY51 -6.28595671251811e-11  -6.2921494289788e-11        0.000000     0.0984
NRCA5_FULL_MASKLWB_F335M       Idl2SciY52 -7.16912397286899e-12 -7.925076318851343e-12        0.000000     9.5387
NRCA5_FULL_MASKLWB_F335M       Idl2SciY53 -1.19260366616584e-10 -1.192785038095657e-10        0.000000     0.0152
NRCA5_FULL_MASKLWB_F335M       Idl2SciY54 -6.15359843596734e-12 -6.441474396121805e-12        0.000000     4.4691
NRCA5_FULL_MASKLWB_F335M       Idl2SciY55 -5.58222635450502e-11 -5.577745494956446e-11        0.000000     0.0803

NRCA5_FULL_MASKLWB_F360M        XIdlVert1             -106.0109             -105.8178        0.193100     0.1822
NRCA5_FULL_MASKLWB_F360M        XIdlVert2                24.691               24.7176        0.026600     0.1076
NRCA5_FULL_MASKLWB_F360M        XIdlVert3               24.2216               24.2231        0.001500     0.0062
NRCA5_FULL_MASKLWB_F360M        XIdlVert4             -103.3002             -103.2546        0.045600     0.0441
NRCA5_FULL_MASKLWB_F360M        YIdlVert1             -104.5528             -104.3028        0.250000     0.2391
NRCA5_FULL_MASKLWB_F360M        YIdlVert2              -106.053             -106.0388        0.014200     0.0134
NRCA5_FULL_MASKLWB_F360M        YIdlVert3               24.0738               24.0755        0.001700     0.0071
NRCA5_FULL_MASKLWB_F360M        YIdlVert4               24.7838               24.8177        0.033900     0.1366
NRCA5_FULL_MASKLWB_F360M       Idl2SciX10      15.9690256086139     15.96940504850028        0.000379     0.0024
NRCA5_FULL_MASKLWB_F360M       Idl2SciX11     0.110085043993997  4.91165001816618e-05        0.110036    99.9554
NRCA5_FULL_MASKLWB_F360M       Idl2SciX20  -0.00129942619787608 -0.001282979170793984        0.000016     1.2657
NRCA5_FULL_MASKLWB_F360M       Idl2SciX21   0.00237708805200442  0.002396680033106244        0.000020     0.8175
NRCA5_FULL_MASKLWB_F360M       Idl2SciX22  0.000138669459704038 0.0001222224326219378        0.000016    11.8606
NRCA5_FULL_MASKLWB_F360M       Idl2SciX30 -7.42078011585753e-06 -7.433332636178169e-06        0.000000     0.1689
NRCA5_FULL_MASKLWB_F360M       Idl2SciX31 -1.84941534442436e-06 -1.793942652883328e-06        0.000000     2.9995
NRCA5_FULL_MASKLWB_F360M       Idl2SciX32 -7.12390283442511e-06 -7.10668742348497e-06        0.000000     0.2417
NRCA5_FULL_MASKLWB_F360M       Idl2SciX33 -4.06192195521898e-07 -3.571642834807209e-07        0.000000    12.0701
NRCA5_FULL_MASKLWB_F360M       Idl2SciX40 -1.15309310362768e-08 -1.16314251320537e-08        0.000000     0.8640
NRCA5_FULL_MASKLWB_F360M       Idl2SciX41 -1.46408947181952e-08 -1.452759325075485e-08        0.000000     0.7739
NRCA5_FULL_MASKLWB_F360M       Idl2SciX42 -1.49487412721079e-08 -1.493297506689784e-08        0.000000     0.1055
NRCA5_FULL_MASKLWB_F360M       Idl2SciX43 -1.38864955952683e-08 -1.375667854193409e-08        0.000000     0.9348
NRCA5_FULL_MASKLWB_F360M       Idl2SciX44 -2.80811946321623e-09 -2.712880769175972e-09        0.000000     3.3915
NRCA5_FULL_MASKLWB_F360M       Idl2SciX50   -5.999752484212e-11 -6.003929706501502e-11        0.000000     0.0696
NRCA5_FULL_MASKLWB_F360M       Idl2SciX51  -6.2590739019005e-12 -5.865261723395102e-12        0.000000     6.2919
NRCA5_FULL_MASKLWB_F360M       Idl2SciX52 -1.21480591143806e-10 -1.214583784907596e-10        0.000000     0.0183
NRCA5_FULL_MASKLWB_F360M       Idl2SciX53 -7.43026066131772e-12 -6.586572342844869e-12        0.000000    11.3548
NRCA5_FULL_MASKLWB_F360M       Idl2SciX54 -6.05238116506656e-11 -6.045944380506057e-11        0.000000     0.1064
NRCA5_FULL_MASKLWB_F360M       Idl2SciX55 -1.14354270952833e-12 -7.26725041578719e-13        0.000000    36.4497
NRCA5_FULL_MASKLWB_F360M       Idl2SciY10    -0.115867689702797 -0.006215241624548618        0.109652    94.6359
NRCA5_FULL_MASKLWB_F360M       Idl2SciY11      15.9133516992009     15.91377230560836        0.000421     0.0026
NRCA5_FULL_MASKLWB_F360M       Idl2SciY20  -0.00152049904605248 -0.001530777050477097        0.000010     0.6714
NRCA5_FULL_MASKLWB_F360M       Idl2SciY21  -0.00150824297267696 -0.001474959356589729        0.000033     2.2068
NRCA5_FULL_MASKLWB_F360M       Idl2SciY22  0.000884374688514571 0.0008946526929392439        0.000010     1.1488
NRCA5_FULL_MASKLWB_F360M       Idl2SciY30 -1.99952882607816e-07 -2.536480864458398e-07        0.000000    21.1692
NRCA5_FULL_MASKLWB_F360M       Idl2SciY31 -7.78423277049287e-06 -7.801028691066987e-06        0.000000     0.2153
NRCA5_FULL_MASKLWB_F360M       Idl2SciY32  -1.5357274253538e-06 -1.582125492386163e-06        0.000000     2.9326
NRCA5_FULL_MASKLWB_F360M       Idl2SciY33  -7.4450083579431e-06 -7.434266352455138e-06        0.000000     0.1443
NRCA5_FULL_MASKLWB_F360M       Idl2SciY40 -2.44284576600977e-09 -2.509332671919549e-09        0.000000     2.6496
NRCA5_FULL_MASKLWB_F360M       Idl2SciY41 -9.56016601551702e-09  -9.7377322067453e-09        0.000000     1.8235
NRCA5_FULL_MASKLWB_F360M       Idl2SciY42 -1.78370078692991e-08 -1.783661554402919e-08        0.000000     0.0022
NRCA5_FULL_MASKLWB_F360M       Idl2SciY43 -9.55957440666172e-09 -9.700368001074687e-09        0.000000     1.4514
NRCA5_FULL_MASKLWB_F360M       Idl2SciY44  -1.4059802957862e-08 -1.399344682704224e-08        0.000000     0.4720
NRCA5_FULL_MASKLWB_F360M       Idl2SciY50 -1.05469848474176e-12 -1.488040713889131e-12        0.000000    29.1217
NRCA5_FULL_MASKLWB_F360M       Idl2SciY51 -6.28596020546645e-11 -6.291965059228374e-11        0.000000     0.0954
NRCA5_FULL_MASKLWB_F360M       Idl2SciY52 -7.16953370067512e-12 -7.90164263732011e-12        0.000000     9.2653
NRCA5_FULL_MASKLWB_F360M       Idl2SciY53 -1.19260378586457e-10 -1.192780605314948e-10        0.000000     0.0148
NRCA5_FULL_MASKLWB_F360M       Idl2SciY54  -6.1537548270456e-12 -6.43257041596392e-12        0.000000     4.3344
NRCA5_FULL_MASKLWB_F360M       Idl2SciY55 -5.58222398355662e-11 -5.577887595289007e-11        0.000000     0.0777

NRCA5_FULL_MASKLWB_F356W        XIdlVert1             -105.4391             -105.2518        0.187300     0.1776
NRCA5_FULL_MASKLWB_F356W        XIdlVert2               25.2573               25.2838        0.026500     0.1048
NRCA5_FULL_MASKLWB_F356W        XIdlVert3               24.7768               24.7783        0.001500     0.0061
NRCA5_FULL_MASKLWB_F356W        XIdlVert4             -102.7426             -102.6993        0.043300     0.0421
NRCA5_FULL_MASKLWB_F356W        YIdlVert1             -104.5566             -104.3115        0.245100     0.2344
NRCA5_FULL_MASKLWB_F356W        YIdlVert2             -106.0504             -106.0365        0.013900     0.0131
NRCA5_FULL_MASKLWB_F356W        YIdlVert3                24.076               24.0777        0.001700     0.0071
NRCA5_FULL_MASKLWB_F356W        YIdlVert4               24.7758               24.8092        0.033400     0.1346
NRCA5_FULL_MASKLWB_F356W       Idl2SciX10      15.9704576056508     15.97082776501209        0.000370     0.0023
