Reference:  202 apertures in PRDOPSSOC-M-026
Comparison: 202 apertures in new pre-delivery

Number of modified apertures 202. Significant modifications are listed below.
Differences are reported for any text change
and fractional differences greater than 1e-06

Aperture                        Attribute             Reference            Comparison      Difference    Percent
NRCA5_MASK430R                 Idl2SciX20 -0.0004194425920223149 -0.0004224433228087326        0.000003     0.7103
NRCA5_MASK430R                 Idl2SciX21  0.002454363977472858  0.002453992993039495        0.000000     0.0151
NRCA5_MASK430R                 Idl2SciX22 0.0004270001626595218 0.0004259379611296453        0.000001     0.2488
NRCA5_MASK430R                 Idl2SciX30 -6.550682638099765e-06 -6.550253003084436e-06        0.000000     0.0066
NRCA5_MASK430R                 Idl2SciX31 -2.322042709360383e-08 -2.937776323035191e-08        0.000000    20.9592
NRCA5_MASK430R                 Idl2SciX32 -6.521703425268646e-06 -6.522704412722827e-06        0.000000     0.0153
NRCA5_MASK430R                 Idl2SciX33 1.806352871267724e-07 1.787023547964874e-07        0.000000     1.0701
NRCA5_MASK430R                 Idl2SciX40 1.394343409052329e-09 1.347050113261258e-09        0.000000     3.3918
NRCA5_MASK430R                 Idl2SciX41 -1.36215152256866e-08 -1.363306874487411e-08        0.000000     0.0847
NRCA5_MASK430R                 Idl2SciX42 7.560484918903328e-10 6.985889472295278e-10        0.000000     7.6000
NRCA5_MASK430R                 Idl2SciX43 -1.330494571904826e-08 -1.331484009291257e-08        0.000000     0.0743
NRCA5_MASK430R                 Idl2SciX44 -1.959779690121145e-10 -2.052448283322688e-10        0.000000     4.5150
NRCA5_MASK430R                 Idl2SciX50 -5.999965933882574e-11 -5.99998183709649e-11        0.000000     0.0003
NRCA5_MASK430R                 Idl2SciX51 -6.239594041283487e-12 -6.238140073820003e-12        0.000000     0.0233
NRCA5_MASK430R                 Idl2SciX53 -7.388470837675911e-12 -7.385351902079015e-12        0.000000     0.0422
NRCA5_MASK430R                 Idl2SciX54 -6.052068549301882e-11  -6.0520451914855e-11        0.000000     0.0004
NRCA5_MASK430R                 Idl2SciX55 -1.122870981213168e-12 -1.121328278762183e-12        0.000000     0.1374
NRCA5_MASK430R                 Idl2SciY00   0.02102962650337759   0.02104120759327088        0.000012     0.0550
NRCA5_MASK430R                 Idl2SciY10    0.0201125946044388   0.02001774311025879        0.000095     0.4716
NRCA5_MASK430R                 Idl2SciY11     15.96488566148506     15.96480642828215        0.000079     0.0005
NRCA5_MASK430R                 Idl2SciY20 -0.001523073830927451 -0.001523228971298035        0.000000     0.0102
NRCA5_MASK430R                 Idl2SciY21 -0.0008686475317673408 -0.0008707879755756118        0.000002     0.2458
NRCA5_MASK430R                 Idl2SciY22 0.0009130603939915216  0.000912397246112268        0.000001     0.0726
NRCA5_MASK430R                 Idl2SciY30 1.994881383423896e-07 1.979508480335384e-07        0.000000     0.7706
NRCA5_MASK430R                 Idl2SciY31 -7.257130071202189e-06 -7.257623196417978e-06        0.000000     0.0068
NRCA5_MASK430R                 Idl2SciY32 -3.988087904844084e-08 -4.53020646506288e-08        0.000000    11.9668
NRCA5_MASK430R                 Idl2SciY33 -7.26782983194213e-06 -7.269447596118637e-06        0.000000     0.0223
NRCA5_MASK430R                 Idl2SciY40 -2.230213842214375e-09 -2.232977768479227e-09        0.000000     0.1238
NRCA5_MASK430R                 Idl2SciY41 1.266464193208306e-09 1.226190108270293e-09        0.000000     3.1800
NRCA5_MASK430R                 Idl2SciY42 -1.699650118192156e-08 -1.701104882081929e-08        0.000000     0.0855
NRCA5_MASK430R                 Idl2SciY43   7.0898298790985e-10 6.704966936370117e-10        0.000000     5.4284
NRCA5_MASK430R                 Idl2SciY44 -1.386193411929101e-08 -1.387159956780804e-08        0.000000     0.0697
NRCA5_MASK430R                 Idl2SciY50 -1.076169077744781e-12 -1.077771485148714e-12        0.000000     0.1487
NRCA5_MASK430R                 Idl2SciY51 -6.286269252710268e-11 -6.286292269571997e-11        0.000000     0.0004
NRCA5_MASK430R                 Idl2SciY52 -7.205854109475986e-12 -7.20856460042493e-12        0.000000     0.0376
NRCA5_MASK430R                 Idl2SciY54 -6.16761657360057e-12 -6.168650912387323e-12        0.000000     0.0168
NRCA5_MASK430R                 Idl2SciY55 -5.582013561719559e-11 -5.581997838808739e-11        0.000000     0.0003

NRCA4_MASKSWB                     XDetRef                 479.0                 490.5       11.500000     2.3445
NRCA4_MASKSWB                     YDetRef                 541.0                 535.5        5.500000     1.0166
NRCA4_MASKSWB                     XSciRef                 320.0                 320.5        0.500000     0.1560
NRCA4_MASKSWB                     YSciRef                 321.0                 340.5       19.500000     5.7269
NRCA4_MASKSWB                   XSciScale            0.03073946            0.03073966        0.000000     0.0007
NRCA4_MASKSWB                   YSciScale            0.03084932            0.03084937        0.000000     0.0002
NRCA4_MASKSWB                       V2Ref             67.616559             67.262928        0.353631     0.5230
NRCA4_MASKSWB                       V3Ref           -404.673876            -404.50462        0.169256     0.0418
NRCA4_MASKSWB                 V3IdlYAngle           -0.04441256           -0.04069645        0.003716     8.3673
NRCA4_MASKSWB                 V3SciXAngle          -90.06950732          -90.06502425        0.004483     0.0050
NRCA4_MASKSWB                 V3SciYAngle           -0.04441256           -0.04069645        0.003716     8.3673
NRCA4_MASKSWB                   XIdlVert1               -9.8351               -9.8518        0.016700     0.1695
NRCA4_MASKSWB                   XIdlVert2                9.8714                9.8569        0.014500     0.1469
NRCA4_MASKSWB                   XIdlVert3                9.8395                9.8254        0.014100     0.1433
NRCA4_MASKSWB                   XIdlVert4               -9.8031               -9.8192        0.016100     0.1640
NRCA4_MASKSWB                   YIdlVert1               -9.8746              -10.4767        0.602100     5.7470
NRCA4_MASKSWB                   YIdlVert2               -9.8971              -10.4999        0.602800     5.7410
NRCA4_MASKSWB                   YIdlVert3                 9.862                9.2609        0.601100     6.0951
NRCA4_MASKSWB                   YIdlVert4                9.8564                9.2559        0.600500     6.0925
NRCA4_MASKSWB                  Sci2IdlX10   0.03073945313115034   0.03073965380898038        0.000000     0.0007
NRCA4_MASKSWB                  Sci2IdlX20 4.595619391306346e-08 4.627193082103094e-08        0.000000     0.6824
NRCA4_MASKSWB                  Sci2IdlX21 -1.562648144001601e-07 -1.561290822026539e-07        0.000000     0.0869
NRCA4_MASKSWB                  Sci2IdlX22 -1.865806390669648e-08 -1.853615124109031e-08        0.000000     0.6534
NRCA4_MASKSWB                  Sci2IdlX30 8.849840219819333e-12 8.874701306448936e-12        0.000000     0.2801
NRCA4_MASKSWB                  Sci2IdlX31 7.604331317889222e-13 7.940079517089059e-13        0.000000     4.2285
NRCA4_MASKSWB                  Sci2IdlX32 1.029593542787449e-11 1.032123803961348e-11        0.000000     0.2452
NRCA4_MASKSWB                  Sci2IdlX33 4.641027695994958e-13  4.75080689614626e-13        0.000000     2.3107
NRCA4_MASKSWB                  Sci2IdlX40 4.423438891791765e-16 4.505511736212358e-16        0.000000     1.8216
NRCA4_MASKSWB                  Sci2IdlX41 7.744513652686567e-16 7.782144142624505e-16        0.000000     0.4835
NRCA4_MASKSWB                  Sci2IdlX42 5.551333112954525e-16 5.654453575850534e-16        0.000000     1.8237
NRCA4_MASKSWB                  Sci2IdlX43 7.462145712079802e-16 7.497238590949459e-16        0.000000     0.4681
NRCA4_MASKSWB                  Sci2IdlX44  7.37838079808905e-17  7.55631184389268e-17        0.000000     2.3547
NRCA4_MASKSWB                  Sci2IdlX51 1.168392428860374e-20 1.169419751204023e-20        0.000000     0.0878
NRCA4_MASKSWB                  Sci2IdlX52 2.905411616630641e-19  2.90541951220555e-19        0.000000     0.0003
NRCA4_MASKSWB                  Sci2IdlX53 1.205414852355187e-20 1.207341991878938e-20        0.000000     0.1596
NRCA4_MASKSWB                  Sci2IdlX54 1.455622395084751e-19 1.455628585650732e-19        0.000000     0.0004
NRCA4_MASKSWB                  Sci2IdlX55 1.551211797011702e-21 1.560100253999643e-21        0.000000     0.5697
NRCA4_MASKSWB                  Sci2IdlY10 -1.346345542389145e-05 -1.305206409854159e-05        0.000000     3.0556
NRCA4_MASKSWB                  Sci2IdlY11   0.03084932152394345   0.03084936923300338        0.000000     0.0002
NRCA4_MASKSWB                  Sci2IdlY20 8.807737583609988e-08 8.815673346431105e-08        0.000000     0.0900
NRCA4_MASKSWB                  Sci2IdlY21 6.867989691234494e-08 6.892541366303519e-08        0.000000     0.3562
NRCA4_MASKSWB                  Sci2IdlY22 -6.76931940352832e-08 -6.749219120816336e-08        0.000000     0.2969
NRCA4_MASKSWB                  Sci2IdlY30 8.345410854337213e-13 8.513091074120484e-13        0.000000     1.9697
NRCA4_MASKSWB                  Sci2IdlY31 9.669717648765639e-12  9.70045039549582e-12        0.000000     0.3168
NRCA4_MASKSWB                  Sci2IdlY32 1.128931704853122e-12 1.167425006417355e-12        0.000000     3.2973
NRCA4_MASKSWB                  Sci2IdlY33  1.12954641803304e-11 1.132187520342435e-11        0.000000     0.2333
NRCA4_MASKSWB                  Sci2IdlY40 3.223597948337739e-16 3.232965512571255e-16        0.000000     0.2898
NRCA4_MASKSWB                  Sci2IdlY41  4.49535307066776e-16 4.569050354804754e-16        0.000000     1.6130
NRCA4_MASKSWB                  Sci2IdlY42 1.374361939514904e-15 1.379648249911725e-15        0.000000     0.3832
NRCA4_MASKSWB                  Sci2IdlY43 4.504887123282036e-16 4.574841975251981e-16        0.000000     1.5291
NRCA4_MASKSWB                  Sci2IdlY44  9.62637473521901e-16 9.665111147915993e-16        0.000000     0.4008
NRCA4_MASKSWB                  Sci2IdlY50 1.648748753034458e-21 1.639587320333365e-21        0.000000     0.5557
NRCA4_MASKSWB                  Sci2IdlY51 1.583953911102447e-19 1.583946329781998e-19        0.000000     0.0005
NRCA4_MASKSWB                  Sci2IdlY52 1.218300793839764e-20  1.21641639212257e-20        0.000000     0.1547
NRCA4_MASKSWB                  Sci2IdlY53 2.971313647264169e-19 2.971305822904728e-19        0.000000     0.0003
NRCA4_MASKSWB                  Sci2IdlY54 9.549482917668266e-21 9.540041985337504e-21        0.000000     0.0989
NRCA4_MASKSWB                  Idl2SciX00   0.03511455227440408   0.03554341729836707        0.000429     1.2066
NRCA4_MASKSWB                  Idl2SciX10     32.53265925875721     32.53243024750162        0.000229     0.0007
NRCA4_MASKSWB                  Idl2SciX11  9.61088467141824e-05 9.289066964873749e-05        0.000003     3.3485
NRCA4_MASKSWB                  Idl2SciX20 -0.001603609112843445 -0.001614757803764443        0.000011     0.6904
NRCA4_MASKSWB                  Idl2SciX21  0.005362864642049788  0.005357927665755434        0.000005     0.0921
NRCA4_MASKSWB                  Idl2SciX22 0.0006270657178315668 0.0006226954406303999        0.000004     0.6969
NRCA4_MASKSWB                  Idl2SciX30 -1.047999347546714e-05 -1.050150293676136e-05        0.000000     0.2048
NRCA4_MASKSWB                  Idl2SciX31 -2.166682430462364e-06 -2.208064385699551e-06        0.000000     1.8741
NRCA4_MASKSWB                  Idl2SciX32 -1.084119840952064e-05 -1.086904395890829e-05        0.000000     0.2562
NRCA4_MASKSWB                  Idl2SciX33 -3.576172611356804e-07 -3.710474683149995e-07        0.000000     3.6195
NRCA4_MASKSWB                  Idl2SciX40 -1.08165266770443e-08 -1.106114023688368e-08        0.000000     2.2115
NRCA4_MASKSWB                  Idl2SciX41 -3.475024221869597e-08 -3.485697575062838e-08        0.000000     0.3062
NRCA4_MASKSWB                  Idl2SciX42 -1.490626051666371e-08 -1.52104989594919e-08        0.000000     2.0002
NRCA4_MASKSWB                  Idl2SciX43 -3.418684159449039e-08 -3.428918324386745e-08        0.000000     0.2985
NRCA4_MASKSWB                  Idl2SciX44 -2.970382817368351e-09 -3.019934234174151e-09        0.000000     1.6408
NRCA4_MASKSWB                  Idl2SciX50 -1.363199343131429e-10 -1.363204726296891e-10        0.000000     0.0004
NRCA4_MASKSWB                  Idl2SciX51 -8.303654465031377e-12 -8.296131602904077e-12        0.000000     0.0906
NRCA4_MASKSWB                  Idl2SciX52 -2.828060957271046e-10 -2.828056369096463e-10        0.000000     0.0002
NRCA4_MASKSWB                  Idl2SciX53 -8.717359887231875e-12 -8.699583483177326e-12        0.000000     0.2039
NRCA4_MASKSWB                  Idl2SciX54 -1.435845599073824e-10 -1.435838183580685e-10        0.000000     0.0005
NRCA4_MASKSWB                  Idl2SciX55 -1.20136811188846e-12 -1.192055492520182e-12        0.000000     0.7752
NRCA4_MASKSWB                  Idl2SciY00   0.02727580668215523   0.02706135580274349        0.000214     0.7862
NRCA4_MASKSWB                  Idl2SciY10   0.01319477602112099   0.01274667825587949        0.000448     3.3960
NRCA4_MASKSWB                  Idl2SciY11     32.41647160367567     32.41640769283373        0.000064     0.0002
NRCA4_MASKSWB                  Idl2SciY20 -0.003037887531958259 -0.003040358576799065        0.000002     0.0813
NRCA4_MASKSWB                  Idl2SciY21 -0.002366443085463148 -0.002375013765691653        0.000009     0.3609
NRCA4_MASKSWB                  Idl2SciY22  0.002289317646890783  0.002282400290151491        0.000007     0.3022
NRCA4_MASKSWB                  Idl2SciY30 -2.411890810759442e-07 -2.532426116715587e-07        0.000000     4.7597
NRCA4_MASKSWB                  Idl2SciY31 -1.211040978551393e-05 -1.213606949972614e-05        0.000000     0.2114
NRCA4_MASKSWB                  Idl2SciY32 -2.016558095528265e-06 -2.054921248471725e-06        0.000000     1.8669
NRCA4_MASKSWB                  Idl2SciY33  -1.2474992998034e-05 -1.250348283281939e-05        0.000000     0.2279
NRCA4_MASKSWB                  Idl2SciY40 -6.843101521254925e-09 -6.872159159627564e-09        0.000000     0.4228
NRCA4_MASKSWB                  Idl2SciY41 -9.158012600033695e-09 -9.369963532588116e-09        0.000000     2.2620
NRCA4_MASKSWB                  Idl2SciY42 -4.599184764144082e-08 -4.614627586397962e-08        0.000000     0.3346
NRCA4_MASKSWB                  Idl2SciY43 -9.598948744306059e-09 -9.806450581084518e-09        0.000000     2.1160
NRCA4_MASKSWB                  Idl2SciY44 -3.709389692634273e-08 -3.721024268202558e-08        0.000000     0.3127
NRCA4_MASKSWB                  Idl2SciY50 -2.256112479908285e-12 -2.265471221854981e-12        0.000000     0.4131
NRCA4_MASKSWB                  Idl2SciY51 -1.442949734254302e-10 -1.442956626797708e-10        0.000000     0.0005
NRCA4_MASKSWB                  Idl2SciY52 -1.095693981923982e-11 -1.097410739660313e-11        0.000000     0.1564
NRCA4_MASKSWB                  Idl2SciY54 -8.01119549823984e-12 -8.01846465192099e-12        0.000000     0.0907
NRCA4_MASKSWB                  Idl2SciY55 -1.346657799592019e-10 -1.346652601313411e-10        0.000000     0.0004

NRCA5_MASKLWB                     XDetRef                 437.0                 435.0        2.000000     0.4577
NRCA5_MASKLWB                     YDetRef                1667.0                1682.5       15.500000     0.9212
NRCA5_MASKLWB                     XSciRef                 161.0                 160.0        1.000000     0.6211
NRCA5_MASKLWB                     YSciRef                 160.0                 175.5       15.500000     8.8319
